0.01,0,17.688
0.010233,0,17.407
0.010471,0,17.132
0.010715,0,16.862
0.010965,0,16.597
0.01122,0,16.337
0.011482,0,16.082
0.011749,0,15.832
0.012023,0,15.587
0.012303,0,15.346
0.012589,0,15.11
0.012882,0,14.878
0.013183,0,14.65
0.01349,0,14.427
0.013804,0,14.208
0.014125,0,13.993
0.014454,0,13.782
0.014791,0,13.575
0.015136,0,13.371
0.015488,0,13.172
0.015849,0,12.976
0.016218,0,12.784
0.016596,0,12.595
0.016982,0,12.41
0.017378,0,12.228
0.017783,0,12.05
0.018197,0,11.875
0.018621,0,11.703
0.019055,0,11.534
0.019498,0,11.368
0.019953,0,11.205
0.020417,0,11.045
0.020893,0,10.889
0.02138,0,10.734
0.021878,0,10.583
0.022387,0,10.435
0.022909,0,10.289
0.023442,0,10.145
0.023988,0,10.005
0.024547,0,9.8664
0.025119,0,9.7307
0.025704,0,9.5974
0.026303,0,9.4664
0.026915,0,9.3378
0.027542,0,9.2115
0.028184,0,9.0874
0.02884,0,8.9654
0.029512,0,8.8457
0.0302,0,8.728
0.030903,0,8.6124
0.031623,0,8.4989
0.032359,0,8.3873
0.033113,0,8.2777
0.033884,0,8.17
0.034674,0,8.0641
0.035481,0,7.9601
0.036308,0,7.8579
0.037154,0,7.7575
0.038019,0,7.6588
0.038905,0,7.5618
0.039811,0,7.4665
0.040738,0,7.3728
0.041687,0,7.2807
0.042658,0,7.1902
0.043652,0,7.1012
0.044668,0,7.0138
0.045709,0,6.9278
0.046774,0,6.8433
0.047863,0,6.7603
0.048978,0,6.6786
0.050119,0,6.5983
0.051286,0,6.5194
0.052481,0,6.4418
0.053703,0,6.3655
0.054954,0,6.2905
0.056234,0,6.2167
0.057544,0,6.1442
0.058884,0,6.0728
0.060256,0,6.0027
0.06166,0,5.9337
0.063096,0,5.8659
0.064565,0,5.7992
0.066069,0,5.7336
0.067608,0,5.669
0.069183,0,5.6056
0.070795,0,5.5431
0.072444,0,5.4817
0.074131,0,5.4213
0.075858,0,5.3619
0.077625,0,5.3034
0.079433,0,5.2459
0.081283,0,5.1893
0.083176,0,5.1337
0.085114,0,5.0789
0.087096,0,5.025
0.089125,0,4.972
0.091201,0,4.9199
0.093325,0,4.8685
0.095499,0,4.818
0.097724,0,4.7683
0.1,0,4.7194
0.10233,0,4.6713
0.10471,0,4.6239
0.10715,0,4.5773
0.10965,0,4.5314
0.1122,0,4.4862
0.11482,0,4.4418
0.11749,0,4.398
0.12023,0,4.355
0.12303,0,4.3126
0.12589,0,4.2709
0.12882,0,4.2298
0.13183,0,4.1893
0.1349,0,4.1495
0.13804,0,4.1103
